State,Abbreviation,County,Population,Temperature,Precipitation,Palmer-Z
Colorado,CO,Conejos,7579.0,40.3,16.18,-0.04
Colorado,CO,Costilla,3603.0,42.4,14.63,-0.55
Colorado,CO,Crowley,5614.0,51.5,13.58,0.21
Colorado,CO,Custer,5335.0,41.2,16.35,-0.74
Colorado,CO,Delta,31602.0,46.2,20.49,0.55
Colorado,CO,Denver,713252.0,49.8,21.04,1.6
Colorado,CO,Dolores,2455.0,42.6,26.05,0.08
Colorado,CO,Douglas,375988.0,46.2,24.15,1.09
Colorado,CO,Eagle,55285.0,38.7,23.49,-0.09
Colorado,CO,Elbert,27799.0,47.2,23.25,1.35
Colorado,CO,El-Paso,740567.0,47.7,20.63,1.03
Colorado,CO,Fremont,49621.0,45,12.28,-0.64
Colorado,CO,Garfield,62271.0,42.8,29.19,0.85
Colorado,CO,Gilpin,5891.0,38.7,25.59,0.64
Colorado,CO,Grand,15769.0,36.4,23.66,0.22
Colorado,CO,Gunnison,17267.0,37.5,23.92,-0.06
Colorado,CO,Hinsdale,775.0,35.2,29.26,-0.29
Colorado,CO,Huerfano,7082.0,47,14.62,-0.73
Colorado,CO,Jackson,1302.0,35.8,25.28,0.15
Colorado,CO,Jefferson,576143.0,45.3,21.49,0.8
Colorado,CO,Kiowa,1424.0,51.8,17.44,0.73
Colorado,CO,Kit-Carson,6961.0,50.4,18.32,0.24
Colorado,CO,Lake,7327.0,34.2,22.75,-0.11
Colorado,CO,La-Plata,56607.0,44.3,23.83,-0.23
Colorado,CO,Larimer,366778.0,41.7,23.82,0.84
Colorado,CO,Las-Animas,14327.0,51.1,14.25,-0.82
Colorado,CO,Lincoln,5510.0,49.2,16.64,0.41
Colorado,CO,Logan,20823.0,48.1,20.12,1.01
Colorado,CO,Mesa,158636.0,47.2,20.21,0.73
Colorado,CO,Mineral,931.0,35.6,29.61,-0.16
Colorado,CO,Moffat,13177.0,42.4,17.99,0.87
Colorado,CO,Montezuma,26468.0,48.1,20.38,0.35
Colorado,CO,Montrose,43811.0,47.3,17.6,0.42
Colorado,CO,Morgan,29239.0,48.3,22.61,2.39
Colorado,CO,Otero,18303.0,52.6,15.15,0.27
Colorado,CO,Ouray,5100.0,41.3,21.74,-0.4
Colorado,CO,Park,17939.0,37.6,16.9,0.08
Colorado,CO,Phillips,4449.0,48.6,19.45,0.43
Colorado,CO,Pitkin,16876.0,37.1,30.48,0.1
Colorado,CO,Prowers,11854.0,53.1,18.83,0.63
Colorado,CO,Pueblo,169544.0,52.1,13.38,-0.36
Colorado,CO,Rio-Blanco,6569.0,43.1,23.41,0.81
Colorado,CO,Rio-Grande,11325.0,39.4,11.9,-0.6
Colorado,CO,Routt,25007.0,39.1,28.9,0.28
Colorado,CO,Saguache,6623.0,38.9,14.31,-0.47
Colorado,CO,San-Juan,803.0,34.6,43.17,-0.17
Colorado,CO,San-Miguel,8003.0,44.2,20.12,0.01
Colorado,CO,Sedgwick,2295.0,48.2,19.23,0.4
Colorado,CO,Summit,30565.0,35,25.14,-0.11
Colorado,CO,Teller,24857.0,39.5,18.87,-0.53
Colorado,CO,Washington,4812.0,48.1,21.32,1.32
Colorado,CO,Weld,350176.0,47.7,19.78,1.67
Colorado,CO,Yuma,9899.0,50,18.76,0.2
Connecticut,CT,Capitol-Planning-Region,981447.0,0,0,0
Connecticut,CT,Greater-Bridgeport-Planning-Region,327286.0,0,0,0
Connecticut,CT,Lower-Connecticut-River-Valley-Planning-Regio,176622.0,0,0,0
Connecticut,CT,Naugatuck-Valley-Planning-Region,454083.0,0,0,0
Connecticut,CT,Northeastern-Connecticut-Planning-Region,96196.0,0,0,0
Connecticut,CT,Northwest-Hills-Planning-Region,113234.0,0,0,0
Connecticut,CT,South-Central-Connecticut-Planning-Region,573244.0,0,0,0
Connecticut,CT,Southeastern-Connecticut-Planning-Region,280403.0,0,0,0
Connecticut,CT,Western-Connecticut-Planning-Region,623690.0,0,0,0
Delaware,DE,Kent,186946.0,57.1,40.71,-0.55
Delaware,DE,New-Castle,575494.0,56.4,44.46,-0.1
Delaware,DE,Sussex,255956.0,58.1,41.19,-0.58
Florida,FL,Alachua,284030.0,71.2,51.34,-0.24
Florida,FL,Baker,27803.0,70,44.87,-0.69
Florida,FL,Bay,185134.0,70.3,44.39,-0.99
Florida,FL,Bradford,27313.0,70.7,49.27,-0.33
Florida,FL,Brevard,630693.0,74.9,61.62,0.52
Florida,FL,Broward,1947026.0,77.8,75.14,0.89
Florida,FL,Calhoun,13464.0,69.5,40.24,-1.28
Florida,FL,Charlotte,202661.0,76.3,55.5,-0.29
Florida,FL,Citrus,162529.0,73.1,50.29,-0.63
Florida,FL,Clay,226589.0,71.5,50.67,-0.25
Florida,FL,Collier,397994.0,77.6,54.12,-0.64
Florida,FL,Columbia,71908.0,69.8,44.85,-0.63
Florida,FL,DeSoto,35312.0,75.1,60.57,0.09
Florida,FL,Dixie,17124.0,71.3,50.18,-0.66
Florida,FL,Duval,1016536.0,71.5,49.24,-0.35
Florida,FL,Escambia,324878.0,70.3,50,-0.93
Florida,FL,Flagler,126705.0,73.1,52.36,-0.52
Florida,FL,Franklin,12498.0,70.3,49.44,-0.74
Florida,FL,Gadsden,43403.0,69.6,39.39,-1.32
Florida,FL,Gilchrist,18992.0,71,49.05,-0.59
Florida,FL,Glades,12454.0,75.6,51.71,-0.46
Florida,FL,Gulf,15314.0,70.1,46.92,-0.89
Florida,FL,Hamilton,13217.0,69.2,45.34,-0.63
Florida,FL,Hardee,25645.0,75,59.24,-0.38
Florida,FL,Hendry,41339.0,76.4,49.09,-0.86
Florida,FL,Hernando,206896.0,73.8,49.16,-0.85
Florida,FL,Highlands,105618.0,75,61.39,0.22
Florida,FL,Hillsborough,1513301.0,75.1,54.4,-0.49
Florida,FL,Holmes,19651.0,68.6,44.29,-0.91
Florida,FL,Indian-River,167352.0,75.1,60.61,0.26
Florida,FL,Jackson,48211.0,69,38.31,-1.18
Florida,FL,Jefferson,15042.0,70.1,46.48,-0.83
Florida,FL,Lafayette,7786.0,70.4,52.31,-0.45
Florida,FL,Lake,410139.0,74.1,47.76,-0.89
Florida,FL,Lee,822453.0,77.6,49.65,-0.98
Florida,FL,Leon,297369.0,70.2,42.77,-1.26
Florida,FL,Levy,45260.0,72.1,48.84,-0.89
Florida,FL,Liberty,7603.0,69.7,42.83,-1.23
Florida,FL,Madison,18198.0,69.7,50.34,-0.51
Florida,FL,Manatee,429125.0,75,53.11,-0.64
Florida,FL,Marion,396415.0,72.8,53.62,-0.35
Florida,FL,Martin,162006.0,76.5,61.84,0.26
Florida,FL,Miami-Dade,2673837.0,78.4,65.64,0.27
Florida,FL,Monroe,81708.0,78.9,52.79,-0.75
Florida,FL,Nassau,97899.0,70.7,47.5,-0.45
Florida,FL,Okaloosa,216482.0,69.9,49.84,-0.78
Florida,FL,Okeechobee,40412.0,75.3,59.24,0.21
Florida,FL,Orange,1452726.0,75,56.33,-0.26
Florida,FL,Osceola,422545.0,75.3,58.13,-0.08
Florida,FL,Palm-Beach,1518477.0,76.9,63.34,0.02
Florida,FL,Pasco,608794.0,74.2,51.45,-0.66
Florida,FL,Pinellas,961739.0,75.4,44.89,-0.91
Florida,FL,Polk,787404.0,75.1,57.05,-0.33
Florida,FL,Putnam,74731.0,72.4,52.86,-0.28
Florida,FL,St.-Johns,306841.0,72.3,52.08,-0.2
Florida,FL,St.-Lucie,358704.0,75.9,62.8,0.46
Florida,FL,Santa-Rosa,198268.0,70,50.01,-0.9
Florida,FL,Sarasota,462286.0,75.2,55.95,-0.26
Florida,FL,Seminole,478772.0,74.8,57.66,-0.11
Florida,FL,Sumter,144970.0,73.6,48.67,-0.76
Florida,FL,Suwannee,45411.0,70,48.59,-0.55
Florida,FL,Taylor,21283.0,70.8,53.5,-0.45
Florida,FL,Union,15460.0,70.2,47.01,-0.46
Florida,FL,Volusia,579192.0,74,55.86,-0.33
Florida,FL,Wakulla,35178.0,70.5,44.84,-1.14
Florida,FL,Walton,83304.0,69.5,48.6,-0.85
Florida,FL,Washington,25414.0,69.3,42.64,-0.99
Georgia,GA,Appling,18428.0,68,52.38,0.15
Georgia,GA,Atkinson,8183.0,67.6,50.33,0.04
Georgia,GA,Bacon,11191.0,68.2,51.25,0.06
Georgia,GA,Baker,2788.0,68.6,45.67,-0.43
Georgia,GA,Baldwin,43635.0,65.4,49.83,0.33
Georgia,GA,Banks,19328.0,62.2,59.92,0.38
Georgia,GA,Barrow,89299.0,62.9,59.35,0.51
Georgia,GA,Bartow,112816.0,61.5,53.1,-0.12
Georgia,GA,Ben-Hill,17069.0,67,47.78,-0.07
Georgia,GA,Berrien,18214.0,67.3,46.54,-0.19
Georgia,GA,Bibb,156197.0,65.6,47.17,0.09
Georgia,GA,Bleckley,12257.0,66.2,46.57,-0.07
Georgia,GA,Brantley,18183.0,69.3,51.14,-0.3
Georgia,GA,Brooks,16253.0,68.4,42.33,-0.88
Georgia,GA,Bryan,48225.0,68.2,51.39,0.03
Georgia,GA,Bulloch,83059.0,67.3,54.86,0.5
Georgia,GA,Burke,24388.0,65.4,55.9,0.86
Georgia,GA,Butts,26649.0,64.4,50.04,-0.17
Georgia,GA,Calhoun,5469.0,67.9,47.06,-0.33
Georgia,GA,Camden,57013.0,70.4,47.25,-0.66
Georgia,GA,Candler,11000.0,67.1,54.46,0.59
Georgia,GA,Carroll,124592.0,62.1,58.95,0.28
Georgia,GA,Catoosa,68826.0,60.9,52.55,-0.16
Georgia,GA,Charlton,12781.0,70,47.69,-0.42
Georgia,GA,Chatham,301107.0,68.4,46.74,-0.27
Georgia,GA,Chattahoochee,8819.0,65.5,53.1,0.4
Georgia,GA,Chattooga,24936.0,61,62.4,0.52
Georgia,GA,Cherokee,281278.0,60.9,55.3,-0.05
Georgia,GA,Clarke,129875.0,63.5,60.49,0.64
Georgia,GA,Clay,2845.0,67.2,46.66,-0.38
Georgia,GA,Clayton,296564.0,63.6,51.14,-0.19
Georgia,GA,Clinch,6662.0,68.6,47.31,-0.35
Georgia,GA,Cobb,771952.0,62.3,52.98,-0.15
Georgia,GA,Coffee,43172.0,67.3,49.86,0.03
Georgia,GA,Colquitt,45762.0,67.8,42.33,-0.72
Georgia,GA,Columbia,162419.0,64.2,54.92,0.75
Georgia,GA,Cook,17404.0,67.6,43.02,-0.58
Georgia,GA,Coweta,152882.0,63.3,53.64,-0.06
Georgia,GA,Crawford,12140.0,65.2,47.99,0
Georgia,GA,Crisp,19708.0,67.3,48.17,-0.02
Georgia,GA,Dade,16081.0,59.8,55.62,0.07
Georgia,GA,Dawson,30138.0,59.5,63.14,0.23
Georgia,GA,Decatur,28982.0,69.2,39.34,-1.12
Georgia,GA,DeKalb,762820.0,63.1,55.32,0.09
Georgia,GA,Dodge,19802.0,66.3,45.8,-0.13
Georgia,GA,Dooly,10572.0,66.8,48.17,-0.02
Georgia,GA,Dougherty,82966.0,68.4,46.82,-0.19
Georgia,GA,Douglas,147316.0,62.5,54.96,0
Georgia,GA,Early,10574.0,68.2,41.69,-0.82
Georgia,GA,Echols,3686.0,68.7,43.66,-0.64
Georgia,GA,Effingham,69041.0,67.6,52,0.15
Georgia,GA,Elbert,19814.0,63.1,52.01,0.15
Georgia,GA,Emanuel,22929.0,66.3,53.15,0.55
Georgia,GA,Evans,10695.0,67.8,56.46,0.62
Georgia,GA,Fannin,25737.0,57,64.85,0.35
Georgia,GA,Fayette,122030.0,63.7,50.23,-0.28
Georgia,GA,Floyd,99443.0,61.5,58.55,0.32
Georgia,GA,Forsyth,267237.0,60.9,58.55,0.38
Georgia,GA,Franklin,24128.0,62.1,55.46,0.27
Georgia,GA,Fulton,1074634.0,62.8,54.31,-0.01
Georgia,GA,Gilmer,32407.0,58,66.61,0.3
Georgia,GA,Glascock,2939.0,64.4,54.77,0.71
Georgia,GA,Glynn,85079.0,70.1,47.25,-0.6
Georgia,GA,Gordon,58954.0,61.2,59,0.3
Georgia,GA,Grady,26008.0,69.2,43.43,-0.84
Georgia,GA,Greene,20139.0,64.3,54.75,0.48
Georgia,GA,Gwinnett,975353.0,62.3,58.14,0.42
Georgia,GA,Habersham,47475.0,59.6,62.92,-0.12
Georgia,GA,Hall,212692.0,61.3,60.66,0.34
Georgia,GA,Hancock,8387.0,64.7,52.82,0.52
Georgia,GA,Haralson,31337.0,61.3,56.84,0.1
